Date,Week,Month,Quarter,Year,Product_ID,SKU,Product_Name,Category_ID,Brand_ID,Region_ID,Warehouse_ID,Channel_ID,Customer_ID,Actual_Demand_Qty,Forecast_Qty,Sales_Qty,Sales_Value,Opening_Inventory,Closing_Inventory,Safety_Stock,Reorder_Point,Lead_Time_Days,Promotion_ID,Holiday_ID,Unit_Price,Discount_%,Stockout_Flag,Lost_Sales_Qty,Returns_Qty
2025-03-29,13,3,1,2025,32,SKU032,Toilet Cleaner,Home Care,HCR,4,2,4,12,275,244,182,3266.17,182,0,50,120,11,2,0,19.94,10,1,93,3
2025-06-05,23,6,2,2025,3,SKU003,Mineral Water 1.5L,Beverages,BVG,5,2,4,16,158,180,158,1213.44,270,112,50,120,9,1,0,7.68,0,0,0,4
2025-09-06,36,9,3,2025,39,SKU039,Rice,Home Care,HCR,3,2,1,12,133,149,133,1484.28,271,138,50,120,13,1,0,11.16,0,0,0,3
2025-02-05,6,2,1,2025,30,SKU030,Dishwashing Liquid,Personal Care,PCR,7,2,4,19,159,176,159,2294.37,300,141,50,120,10,1,0,14.43,0,0,0,0
2025-01-22,4,1,1,2025,29,SKU029,Laundry Detergent,Personal Care,PCR,7,5,3,6,242,226,242,1786.93,293,51,50,120,10,4,0,9.23,20,0,0,0
2025-12-18,51,12,4,2025,38,SKU038,Cooking Oil,Home Care,HCR,4,3,2,18,166,177,166,2094.92,203,37,50,120,10,1,0,12.62,0,0,0,3
2025-11-30,48,11,4,2025,29,SKU029,Laundry Detergent,Personal Care,PCR,8,4,4,9,124,102,124,1623.16,126,2,50,120,7,1,0,13.09,0,0,0,4
2025-01-11,2,1,1,2025,6,SKU006,Lemon Soda 330ml,Beverages,BVG,5,4,3,1,202,226,202,826.18,242,40,50,120,7,1,0,4.09,0,0,0,3
2025-02-04,6,2,1,2025,28,SKU028,Hand Wash,Personal Care,PCR,3,4,1,3,247,200,193,3240.47,193,0,50,120,5,1,0,16.79,0,1,54,1
2025-01-31,5,1,1,2025,29,SKU029,Laundry Detergent,Personal Care,PCR,2,1,2,18,119,124,119,997.34,134,15,50,120,10,3,0,9.86,15,0,0,0
2025-03-18,12,3,1,2025,17,SKU017,Milk 1L,Dairy,DAR,2,2,2,10,128,119,128,1144.32,306,178,50,120,2,1,0,8.94,0,0,0,0
2025-01-29,5,1,1,2025,8,SKU008,Sparkling Water 500ml,Snacks,SNK,8,2,1,6,95,82,95,477.85,281,186,50,120,5,1,0,5.03,0,0,0,4
2025-07-03,27,7,3,2025,37,SKU037,Fruit Jam,Home Care,HCR,7,3,4,8,174,145,174,1230.88,231,57,50,120,9,2,0,7.86,10,0,0,0
2025-12-11,50,12,4,2025,18,SKU018,Yogurt Cup,Dairy,DAR,1,4,1,15,162,134,162,1145.66,323,161,50,120,10,3,0,8.32,15,0,0,4
2025-01-08,2,1,1,2025,29,SKU029,Laundry Detergent,Personal Care,PCR,3,1,2,16,80,86,80,896,221,141,50,120,4,1,0,11.2,0,0,0,3
2025-03-22,12,3,1,2025,40,SKU040,Tea Pack,Home Care,HCR,1,3,4,7,107,93,107,1085.3,299,192,50,120,11,2,0,11.27,10,0,0,3
2025-12-06,49,12,4,2025,21,SKU021,Cream 250ml,Dairy,DAR,7,2,3,7,233,216,233,1141.7,277,44,50,120,14,1,0,4.9,0,0,0,4
2025-01-03,1,1,1,2025,31,SKU031,Surface Cleaner,Personal Care,PCR,6,2,4,9,204,181,187,2824.9,187,0,50,120,3,6,1,16.42,8,1,17,3
2025-01-24,4,1,1,2025,31,SKU031,Surface Cleaner,Personal Care,PCR,1,1,2,4,115,102,115,1281.1,270,155,50,120,8,1,0,11.14,0,0,0,2
2025-02-28,9,2,1,2025,14,SKU014,Popcorn,Snacks,SNK,8,3,1,2,236,216,185,576.09,185,0,50,120,9,2,0,3.46,10,1,51,2
2025-04-20,16,4,2,2025,7,SKU007,Mango Juice 1L,Beverages,BVG,7,5,3,15,139,140,139,2638.22,250,111,50,120,12,1,0,18.98,0,0,0,2
2025-07-25,30,7,3,2025,22,SKU022,Flavored Milk,Dairy,DAR,5,1,2,12,193,247,193,800.76,334,141,50,120,12,2,0,4.61,10,0,0,3
2025-05-08,19,5,2,2025,18,SKU018,Yogurt Cup,Dairy,DAR,1,2,4,20,207,193,142,492.74,142,0,50,120,9,1,0,3.47,0,1,65,0
2025-05-29,22,5,2,2025,2,SKU002,Orange Juice 1L,Beverages,BVG,3,5,3,11,179,183,179,744.64,314,135,50,120,4,1,0,4.16,0,0,0,1
2025-04-25,17,4,2,2025,22,SKU022,Flavored Milk,Dairy,DAR,5,1,4,18,157,131,157,769.3,176,19,50,120,11,1,0,4.9,0,0,0,3
2025-04-19,16,4,2,2025,23,SKU023,Shampoo,Dairy,DAR,8,4,2,9,213,209,213,1895.7,310,97,50,120,4,1,0,8.9,0,0,0,4
2025-12-17,51,12,4,2025,18,SKU018,Yogurt Cup,Dairy,DAR,8,4,3,19,141,158,141,2563.38,155,14,50,120,7,1,0,18.18,0,0,0,0
2025-10-11,41,10,4,2025,14,SKU014,Popcorn,Snacks,SNK,2,2,4,19,186,155,186,1642.38,214,28,50,120,6,1,0,8.83,0,0,0,2
2025-07-17,29,7,3,2025,40,SKU040,Tea Pack,Home Care,HCR,5,4,3,19,103,121,103,1055.75,172,69,50,120,14,1,0,10.25,0,0,0,2
2025-09-04,36,9,3,2025,16,SKU016,Corn Chips,Dairy,DAR,4,5,2,10,168,150,168,795.98,291,123,50,120,6,6,0,5.15,8,0,0,1
2025-12-30,1,12,4,2025,29,SKU029,Laundry Detergent,Personal Care,PCR,2,2,1,10,98,108,98,513.91,138,40,50,120,3,6,4,5.7,8,0,0,1
2025-12-14,50,12,4,2025,32,SKU032,Toilet Cleaner,Home Care,HCR,6,5,1,17,93,77,93,1807.92,142,49,50,120,8,1,0,19.44,0,0,0,2
2025-12-30,1,12,4,2025,16,SKU016,Corn Chips,Dairy,DAR,4,1,2,4,112,116,112,2050.72,165,53,50,120,6,1,4,18.31,0,0,0,4
2025-09-21,38,9,3,2025,26,SKU026,Face Wash,Personal Care,PCR,7,1,3,17,218,200,137,1605.75,137,0,50,120,4,6,0,12.74,8,1,81,3
2025-07-06,27,7,3,2025,17,SKU017,Milk 1L,Dairy,DAR,7,2,3,12,114,104,114,1326.23,229,115,50,120,10,5,0,13.22,12,0,0,1
2025-07-03,27,7,3,2025,10,SKU010,Cheese Crackers,Snacks,SNK,2,5,1,6,174,192,160,665.98,160,0,50,120,6,5,0,4.73,12,1,14,4
2025-10-18,42,10,4,2025,24,SKU024,Soap,Personal Care,PCR,4,4,2,8,210,204,123,1856.07,123,0,50,120,14,1,0,15.09,0,1,87,0
2025-05-04,18,5,2,2025,2,SKU002,Orange Juice 1L,Beverages,BVG,7,3,4,2,225,253,225,2494.8,242,17,50,120,5,5,0,12.6,12,0,0,0
2025-08-20,34,8,3,2025,31,SKU031,Surface Cleaner,Personal Care,PCR,5,1,3,3,168,172,166,850.65,166,0,50,120,7,6,0,5.57,8,1,2,0
2025-08-05,32,8,3,2025,29,SKU029,Laundry Detergent,Personal Care,PCR,3,3,4,11,129,112,129,1573.48,182,53,50,120,3,3,0,14.35,15,0,0,4
2025-08-08,32,8,3,2025,14,SKU014,Popcorn,Snacks,SNK,3,1,3,17,122,103,122,1466.54,308,186,50,120,2,5,0,13.66,12,0,0,2
2025-01-25,4,1,1,2025,35,SKU035,Cereal,Home Care,HCR,5,4,1,8,112,128,112,646.24,291,179,50,120,9,1,0,5.77,0,0,0,0
2025-12-26,52,12,4,2025,40,SKU040,Tea Pack,Home Care,HCR,6,3,2,9,175,169,175,2514.75,257,82,50,120,12,1,4,14.37,0,0,0,2
2025-04-24,17,4,2,2025,16,SKU016,Corn Chips,Dairy,DAR,1,5,2,9,181,191,159,561.27,159,0,50,120,12,1,0,3.53,0,1,22,0
2025-07-15,29,7,3,2025,7,SKU007,Mango Juice 1L,Beverages,BVG,8,3,1,19,236,265,236,2862.68,246,10,50,120,9,1,0,12.13,0,0,0,1
2025-03-14,11,3,1,2025,30,SKU030,Dishwashing Liquid,Personal Care,PCR,1,1,1,11,203,179,203,1081.99,298,95,50,120,5,1,0,5.33,0,0,0,0
2025-04-24,17,4,2,2025,12,SKU012,Chocolate Cookies,Snacks,SNK,5,2,4,15,158,144,158,1472.56,213,55,50,120,4,1,0,9.32,0,0,0,0
2025-03-09,10,3,1,2025,38,SKU038,Cooking Oil,Home Care,HCR,5,1,1,13,199,201,159,2203.74,159,0,50,120,3,1,0,13.86,0,1,40,1
2025-01-02,1,1,1,2025,1,SKU001,Cola 500ml,Beverages,BVG,8,5,2,10,158,158,158,1221.34,271,113,50,120,10,1,1,7.73,0,0,0,1
2025-09-05,36,9,3,2025,2,SKU002,Orange Juice 1L,Beverages,BVG,5,5,2,17,128,125,128,2156.42,270,142,50,120,2,3,0,19.82,15,0,0,3
2025-08-09,32,8,3,2025,34,SKU034,Floor Cleaner,Home Care,HCR,8,3,4,8,135,135,135,1926.99,150,15,50,120,13,2,0,15.86,10,0,0,4
2025-10-05,40,10,4,2025,21,SKU021,Cream 250ml,Dairy,DAR,8,3,2,15,172,148,128,2141.44,128,0,50,120,7,1,0,16.73,0,1,44,2
2025-08-21,34,8,3,2025,26,SKU026,Face Wash,Personal Care,PCR,7,3,3,1,153,178,153,3014.1,179,26,50,120,6,1,0,19.7,0,0,0,4
2025-02-01,5,2,1,2025,16,SKU016,Corn Chips,Dairy,DAR,5,2,3,11,214,170,214,3856.28,254,40,50,120,9,1,0,18.02,0,0,0,0
2025-04-06,14,4,2,2025,28,SKU028,Hand Wash,Personal Care,PCR,6,4,4,10,198,165,131,1941.42,131,0,50,120,8,1,0,14.82,0,1,67,1
2025-06-10,24,6,2,2025,1,SKU001,Cola 500ml,Beverages,BVG,4,3,1,6,160,175,135,2511,135,0,50,120,2,1,0,18.6,0,1,25,3
2025-08-06,32,8,3,2025,32,SKU032,Toilet Cleaner,Home Care,HCR,7,5,3,1,150,175,150,1486.5,189,39,50,120,8,1,0,9.91,0,0,0,3
2025-04-06,14,4,2,2025,4,SKU004,Energy Drink 250ml,Beverages,BVG,1,5,2,7,70,85,70,559.3,202,132,50,120,2,1,0,7.99,0,0,0,4
2025-12-12,50,12,4,2025,28,SKU028,Hand Wash,Personal Care,PCR,4,2,4,19,123,134,123,2125.44,338,215,50,120,14,1,0,17.28,0,0,0,4
2025-06-14,24,6,2,2025,2,SKU002,Orange Juice 1L,Beverages,BVG,2,2,2,15,247,220,143,1598.74,143,0,50,120,6,1,0,11.18,0,1,104,3
2025-07-05,27,7,3,2025,27,SKU027,Body Lotion,Personal Care,PCR,7,2,3,19,162,129,162,2230.74,181,19,50,120,5,1,0,13.77,0,0,0,3
2025-11-21,47,11,4,2025,23,SKU023,Shampoo,Dairy,DAR,8,1,1,13,201,230,201,2984.85,318,117,50,120,9,1,0,14.85,0,0,0,1
2025-11-03,45,11,4,2025,38,SKU038,Cooking Oil,Home Care,HCR,5,4,1,10,219,230,219,3786.29,324,105,50,120,9,2,0,19.21,10,0,0,1
2025-12-21,51,12,4,2025,29,SKU029,Laundry Detergent,Personal Care,PCR,8,3,3,17,91,109,91,890.89,121,30,50,120,7,1,4,9.79,0,0,0,1
2025-02-21,8,2,1,2025,12,SKU012,Chocolate Cookies,Snacks,SNK,7,3,3,20,190,193,190,1096.3,258,68,50,120,11,1,0,5.77,0,0,0,4
2025-10-16,42,10,4,2025,32,SKU032,Toilet Cleaner,Home Care,HCR,6,2,3,4,108,102,108,438.48,335,227,50,120,7,1,0,4.06,0,0,0,1
2025-08-02,31,8,3,2025,31,SKU031,Surface Cleaner,Personal Care,PCR,8,3,4,9,141,164,141,783.96,289,148,50,120,5,1,0,5.56,0,0,0,1
2025-12-27,52,12,4,2025,2,SKU002,Orange Juice 1L,Beverages,BVG,6,4,1,16,147,183,147,874.65,216,69,50,120,10,1,4,5.95,0,0,0,3
2025-04-12,15,4,2,2025,27,SKU027,Body Lotion,Personal Care,PCR,3,5,2,17,103,99,103,1709.8,186,83,50,120,7,1,0,16.6,0,0,0,2
2025-10-09,41,10,4,2025,19,SKU019,Butter 200g,Dairy,DAR,4,5,2,15,174,210,174,1315.44,190,16,50,120,13,1,0,7.56,0,0,0,2
2025-10-18,42,10,4,2025,15,SKU015,Pretzels,Snacks,SNK,2,1,1,19,176,172,162,2721.6,162,0,50,120,13,1,0,16.8,0,1,14,4
2025-03-17,12,3,1,2025,4,SKU004,Energy Drink 250ml,Beverages,BVG,4,4,1,15,108,91,108,261.36,253,145,50,120,10,1,0,2.42,0,0,0,1
2025-04-04,14,4,2,2025,4,SKU004,Energy Drink 250ml,Beverages,BVG,2,1,1,2,143,168,143,456.17,215,72,50,120,4,1,0,3.19,0,0,0,2
2025-12-10,50,12,4,2025,6,SKU006,Lemon Soda 330ml,Beverages,BVG,5,5,1,2,119,108,119,1529.15,232,113,50,120,13,1,0,12.85,0,0,0,2
2025-04-27,17,4,2,2025,3,SKU003,Mineral Water 1.5L,Beverages,BVG,8,4,4,7,229,206,156,1383.72,156,0,50,120,5,1,0,8.87,0,1,73,2
2025-05-19,21,5,2,2025,24,SKU024,Soap,Personal Care,PCR,2,2,4,12,257,231,221,529.74,221,0,50,120,9,3,0,2.82,15,1,36,4
2025-06-28,26,6,2,2025,8,SKU008,Sparkling Water 500ml,Snacks,SNK,6,4,2,6,94,87,94,1670.38,324,230,50,120,7,1,0,17.77,0,0,0,3
2025-12-03,49,12,4,2025,20,SKU020,Cheese Slices,Dairy,DAR,4,2,2,12,120,138,120,1107.74,167,47,50,120,11,5,0,10.49,12,0,0,0
2025-05-16,20,5,2,2025,27,SKU027,Body Lotion,Personal Care,PCR,6,4,1,10,106,110,106,1817.9,268,162,50,120,6,1,0,17.15,0,0,0,1
2025-10-10,41,10,4,2025,1,SKU001,Cola 500ml,Beverages,BVG,7,4,4,14,98,115,98,1717.94,292,194,50,120,5,1,0,17.53,0,0,0,0
2025-03-21,12,3,1,2025,24,SKU024,Soap,Personal Care,PCR,7,3,2,4,196,223,196,3449.6,284,88,50,120,4,1,0,17.6,0,0,0,4
2025-04-08,15,4,2,2025,27,SKU027,Body Lotion,Personal Care,PCR,1,2,4,2,228,206,228,3889.68,244,16,50,120,14,1,0,17.06,0,0,0,4
2025-02-22,8,2,1,2025,14,SKU014,Popcorn,Snacks,SNK,4,5,2,12,158,142,158,2382.64,281,123,50,120,7,1,0,15.08,0,0,0,0
2025-09-03,36,9,3,2025,6,SKU006,Lemon Soda 330ml,Beverages,BVG,2,1,1,7,120,142,120,1595.52,260,140,50,120,5,4,0,16.62,20,0,0,1
2025-02-13,7,2,1,2025,40,SKU040,Tea Pack,Home Care,HCR,8,2,3,8,90,98,90,666,120,30,50,120,14,1,0,7.4,0,0,0,3
2025-02-28,9,2,1,2025,2,SKU002,Orange Juice 1L,Beverages,BVG,1,2,2,12,102,88,102,1261.49,235,133,50,120,2,3,0,14.55,15,0,0,2
2025-07-18,29,7,3,2025,25,SKU025,Toothpaste,Personal Care,PCR,8,4,4,9,201,212,138,1813.32,138,0,50,120,4,1,0,13.14,0,1,63,3
2025-07-28,31,7,3,2025,29,SKU029,Laundry Detergent,Personal Care,PCR,2,1,3,14,90,92,90,1641.6,267,177,50,120,2,1,0,18.24,0,0,0,0
2025-05-13,20,5,2,2025,11,SKU011,Salted Peanuts,Snacks,SNK,7,2,2,13,136,145,136,2172.6,153,17,50,120,12,2,0,17.75,10,0,0,0
2025-12-03,49,12,4,2025,39,SKU039,Rice,Home Care,HCR,2,2,1,3,165,175,165,1018.05,272,107,50,120,6,1,0,6.17,0,0,0,0
2025-06-01,22,6,2,2025,26,SKU026,Face Wash,Personal Care,PCR,2,3,1,12,192,225,143,2167.88,143,0,50,120,13,1,0,15.16,0,1,49,1
2025-11-12,46,11,4,2025,10,SKU010,Cheese Crackers,Snacks,SNK,5,4,4,13,237,215,150,1711.5,150,0,50,120,3,1,0,11.41,0,1,87,3
2025-04-27,17,4,2,2025,35,SKU035,Cereal,Home Care,HCR,5,1,1,15,137,127,137,1208.34,333,196,50,120,6,1,0,8.82,0,0,0,1
2025-03-20,12,3,1,2025,20,SKU020,Cheese Slices,Dairy,DAR,5,2,1,18,155,146,155,1497.3,163,8,50,120,2,1,0,9.66,0,0,0,3
2025-02-11,7,2,1,2025,14,SKU014,Popcorn,Snacks,SNK,2,1,1,13,213,198,213,2112.96,270,57,50,120,6,1,0,9.92,0,0,0,4
2025-01-10,2,1,1,2025,18,SKU018,Yogurt Cup,Dairy,DAR,4,1,1,18,196,186,124,247.01,124,0,50,120,5,4,0,2.49,20,1,72,4
2025-09-23,39,9,3,2025,13,SKU013,Nachos,Snacks,SNK,6,1,1,18,149,161,149,1869.95,184,35,50,120,12,1,0,12.55,0,0,0,3
2025-06-06,23,6,2,2025,3,SKU003,Mineral Water 1.5L,Beverages,BVG,5,4,3,6,122,135,122,716.14,297,175,50,120,11,1,0,5.87,0,0,0,3
2025-01-11,2,1,1,2025,35,SKU035,Cereal,Home Care,HCR,2,5,4,11,149,157,149,1662.84,284,135,50,120,5,1,0,11.16,0,0,0,2
2025-02-28,9,2,1,2025,27,SKU027,Body Lotion,Personal Care,PCR,5,5,2,14,193,201,183,1723.86,183,0,50,120,9,1,0,9.42,0,1,10,2
2025-11-10,46,11,4,2025,3,SKU003,Mineral Water 1.5L,Beverages,BVG,1,1,3,6,137,141,137,1817.17,327,190,50,120,7,4,0,16.58,20,0,0,2
2025-12-20,51,12,4,2025,32,SKU032,Toilet Cleaner,Home Care,HCR,2,2,4,17,130,145,130,436.41,286,156,50,120,12,2,0,3.73,10,0,0,3
2025-01-23,4,1,1,2025,29,SKU029,Laundry Detergent,Personal Care,PCR,5,4,4,17,200,202,200,2464,215,15,50,120,8,5,0,14,12,0,0,1
2025-07-19,29,7,3,2025,27,SKU027,Body Lotion,Personal Care,PCR,2,2,1,18,284,252,239,584.88,239,0,50,120,4,6,0,2.66,8,1,45,2
2025-05-18,20,5,2,2025,8,SKU008,Sparkling Water 500ml,Snacks,SNK,3,5,2,6,210,225,210,3642.41,214,4,50,120,3,5,0,19.71,12,0,0,1
2025-10-18,42,10,4,2025,1,SKU001,Cola 500ml,Beverages,BVG,4,3,3,10,173,196,159,728.22,159,0,50,120,3,1,0,4.58,0,1,14,2
2025-04-16,16,4,2,2025,37,SKU037,Fruit Jam,Home Care,HCR,7,1,1,8,74,88,74,165.02,239,165,50,120,8,1,0,2.23,0,0,0,2
2025-05-04,18,5,2,2025,21,SKU021,Cream 250ml,Dairy,DAR,4,4,3,7,101,104,101,1118.07,290,189,50,120,2,1,0,11.07,0,0,0,2
2025-10-21,43,10,4,2025,37,SKU037,Fruit Jam,Home Care,HCR,8,5,2,13,131,132,131,1783.7,280,149,50,120,4,6,0,14.8,8,0,0,4
2025-08-25,35,8,3,2025,31,SKU031,Surface Cleaner,Personal Care,PCR,6,5,4,7,155,172,155,2503.25,266,111,50,120,14,1,0,16.15,0,0,0,2
2025-10-18,42,10,4,2025,20,SKU020,Cheese Slices,Dairy,DAR,5,3,3,14,100,112,100,242.1,146,46,50,120,14,2,0,2.69,10,0,0,4
2025-08-17,33,8,3,2025,12,SKU012,Chocolate Cookies,Snacks,SNK,3,1,2,5,185,207,148,2131.2,148,0,50,120,5,1,0,14.4,0,1,37,1
2025-04-18,16,4,2,2025,24,SKU024,Soap,Personal Care,PCR,1,2,1,6,155,156,155,1553.1,306,151,50,120,9,1,0,10.02,0,0,0,0
2025-02-04,6,2,1,2025,35,SKU035,Cereal,Home Care,HCR,7,2,2,2,91,89,91,1745.38,249,158,50,120,11,1,0,19.18,0,0,0,3
2025-05-02,18,5,2,2025,40,SKU040,Tea Pack,Home Care,HCR,6,1,4,7,172,202,172,1909.2,345,173,50,120,5,1,0,11.1,0,0,0,2
2025-01-07,2,1,1,2025,17,SKU017,Milk 1L,Dairy,DAR,6,1,4,19,106,99,106,1543.36,245,139,50,120,7,1,0,14.56,0,0,0,0
2025-07-16,29,7,3,2025,11,SKU011,Salted Peanuts,Snacks,SNK,2,4,1,13,177,215,177,1830.36,258,81,50,120,12,2,0,11.49,10,0,0,0
2025-09-12,37,9,3,2025,5,SKU005,Iced Tea 500ml,Beverages,BVG,5,1,4,20,206,243,206,1829.79,273,67,50,120,6,3,0,10.45,15,0,0,0
2025-08-31,35,8,3,2025,26,SKU026,Face Wash,Personal Care,PCR,1,3,3,18,162,160,146,941.76,146,0,50,120,5,5,0,7.33,12,1,16,4
2025-07-24,30,7,3,2025,3,SKU003,Mineral Water 1.5L,Beverages,BVG,3,5,4,10,152,132,152,2017.1,282,130,50,120,12,5,0,15.08,12,0,0,4
2025-01-24,4,1,1,2025,9,SKU009,Potato Chips,Snacks,SNK,4,1,2,9,102,89,102,266.17,299,197,50,120,5,3,0,3.07,15,0,0,3
2025-04-26,17,4,2,2025,6,SKU006,Lemon Soda 330ml,Beverages,BVG,2,2,4,17,270,265,270,2882.52,277,7,50,120,8,3,0,12.56,15,0,0,2
2025-03-20,12,3,1,2025,20,SKU020,Cheese Slices,Dairy,DAR,1,5,3,16,165,149,165,2486.88,193,28,50,120,2,4,0,18.84,20,0,0,0
2025-03-25,13,3,1,2025,8,SKU008,Sparkling Water 500ml,Snacks,SNK,6,1,2,13,93,90,93,235.1,311,218,50,120,4,4,0,3.16,20,0,0,2
2025-10-05,40,10,4,2025,10,SKU010,Cheese Crackers,Snacks,SNK,2,2,2,10,125,134,125,486.62,312,187,50,120,5,3,0,4.58,15,0,0,0
2025-01-28,5,1,1,2025,34,SKU034,Floor Cleaner,Home Care,HCR,6,2,2,11,183,156,183,1591.08,317,134,50,120,13,5,0,9.88,12,0,0,3
2025-12-17,51,12,4,2025,10,SKU010,Cheese Crackers,Snacks,SNK,6,2,2,1,176,187,176,932.8,258,82,50,120,12,1,0,5.3,0,0,0,0
2025-04-14,16,4,2,2025,33,SKU033,Fabric Softener,Home Care,HCR,8,5,2,15,79,90,79,1246.3,192,113,50,120,3,3,0,18.56,15,0,0,0
2025-06-28,26,6,2,2025,18,SKU018,Yogurt Cup,Dairy,DAR,7,1,2,8,106,119,106,224.72,312,206,50,120,9,1,0,2.12,0,0,0,0
2025-07-29,31,7,3,2025,2,SKU002,Orange Juice 1L,Beverages,BVG,7,3,4,18,159,156,159,1800.2,181,22,50,120,7,2,0,12.58,10,0,0,1
2025-07-17,29,7,3,2025,24,SKU024,Soap,Personal Care,PCR,8,3,2,16,203,180,174,1715.64,174,0,50,120,6,1,0,9.86,0,1,29,3
2025-11-15,46,11,4,2025,4,SKU004,Energy Drink 250ml,Beverages,BVG,8,3,4,4,129,124,129,1101.14,340,211,50,120,5,5,0,9.7,12,0,0,4
2025-12-25,52,12,4,2025,24,SKU024,Soap,Personal Care,PCR,7,3,4,4,122,138,121,1096.38,121,0,50,120,10,3,4,10.66,15,1,1,0
2025-07-20,29,7,3,2025,32,SKU032,Toilet Cleaner,Home Care,HCR,8,3,4,20,156,178,156,1408.21,203,47,50,120,11,2,0,10.03,10,0,0,1
2025-03-30,13,3,1,2025,14,SKU014,Popcorn,Snacks,SNK,8,3,2,14,231,253,231,498.04,324,93,50,120,14,5,0,2.45,12,0,0,0
2025-08-28,35,8,3,2025,12,SKU012,Chocolate Cookies,Snacks,SNK,4,3,4,7,158,153,143,473.62,143,0,50,120,8,6,0,3.6,8,1,15,2
2025-10-23,43,10,4,2025,39,SKU039,Rice,Home Care,HCR,5,5,1,19,214,229,147,801.74,147,0,50,120,13,2,0,6.06,10,1,67,3
2025-07-31,31,7,3,2025,14,SKU014,Popcorn,Snacks,SNK,7,3,3,13,194,219,194,2206.94,280,86,50,120,7,2,0,12.64,10,0,0,3
2025-08-17,33,8,3,2025,18,SKU018,Yogurt Cup,Dairy,DAR,1,3,3,3,185,209,133,2213.12,133,0,50,120,5,1,0,16.64,0,1,52,1
2025-09-13,37,9,3,2025,24,SKU024,Soap,Personal Care,PCR,2,2,2,3,213,235,139,308.02,139,0,50,120,8,4,0,2.77,20,1,74,1
2025-09-28,39,9,3,2025,39,SKU039,Rice,Home Care,HCR,4,1,1,3,156,176,156,1719.74,203,47,50,120,9,4,0,13.78,20,0,0,2
2025-01-18,3,1,1,2025,2,SKU002,Orange Juice 1L,Beverages,BVG,5,2,4,6,193,214,193,3349.24,234,41,50,120,4,5,0,19.72,12,0,0,3
2025-06-27,26,6,2,2025,38,SKU038,Cooking Oil,Home Care,HCR,2,2,3,12,138,133,138,1845.13,220,82,50,120,12,3,0,15.73,15,0,0,2
2025-09-30,40,9,3,2025,15,SKU015,Pretzels,Snacks,SNK,1,1,4,14,100,105,100,1718,278,178,50,120,14,1,0,17.18,0,0,0,2
2025-06-04,23,6,2,2025,14,SKU014,Popcorn,Snacks,SNK,8,5,3,13,146,131,146,1766.6,209,63,50,120,3,1,0,12.1,0,0,0,0
2025-10-22,43,10,4,2025,6,SKU006,Lemon Soda 330ml,Beverages,BVG,6,4,2,14,106,101,106,1479.42,281,175,50,120,14,5,0,15.86,12,0,0,4
2025-11-03,45,11,4,2025,33,SKU033,Fabric Softener,Home Care,HCR,8,1,3,10,232,253,232,1169.4,347,115,50,120,12,3,0,5.93,15,0,0,1
2025-11-22,47,11,4,2025,15,SKU015,Pretzels,Snacks,SNK,4,3,4,11,150,145,150,1927.8,167,17,50,120,2,3,0,15.12,15,0,0,0
2025-06-01,22,6,2,2025,8,SKU008,Sparkling Water 500ml,Snacks,SNK,6,5,2,4,113,130,113,806.82,307,194,50,120,6,1,0,7.14,0,0,0,2
2025-09-21,38,9,3,2025,32,SKU032,Toilet Cleaner,Home Care,HCR,6,3,1,8,180,209,180,2559.6,311,131,50,120,7,1,0,14.22,0,0,0,1
2025-06-14,24,6,2,2025,25,SKU025,Toothpaste,Personal Care,PCR,5,3,1,17,205,209,205,2969.22,306,101,50,120,6,3,0,17.04,15,0,0,1
2025-04-19,16,4,2,2025,26,SKU026,Face Wash,Personal Care,PCR,8,4,3,12,174,169,174,1131,229,55,50,120,10,1,0,6.5,0,0,0,4
2025-01-22,4,1,1,2025,35,SKU035,Cereal,Home Care,HCR,4,3,1,8,145,148,145,2670.9,204,59,50,120,5,1,0,18.42,0,0,0,1
2025-01-18,3,1,1,2025,21,SKU021,Cream 250ml,Dairy,DAR,8,3,1,7,216,205,216,2354.4,333,117,50,120,12,1,0,10.9,0,0,0,1
2025-08-06,32,8,3,2025,5,SKU005,Iced Tea 500ml,Beverages,BVG,6,1,4,5,291,257,130,460.2,130,0,50,120,10,1,0,3.54,0,1,161,4
2025-03-31,14,3,1,2025,34,SKU034,Floor Cleaner,Home Care,HCR,4,5,3,16,103,119,103,405.57,216,113,50,120,3,6,0,4.28,8,0,0,3
2025-06-23,26,6,2,2025,6,SKU006,Lemon Soda 330ml,Beverages,BVG,4,2,1,15,193,220,193,2785.38,245,52,50,120,14,4,0,18.04,20,0,0,1
2025-11-04,45,11,4,2025,26,SKU026,Face Wash,Personal Care,PCR,6,3,1,14,162,203,162,1660.66,320,158,50,120,3,3,0,12.06,15,0,0,4
2025-01-23,4,1,1,2025,16,SKU016,Corn Chips,Dairy,DAR,5,5,1,7,175,186,175,2908.5,189,14,50,120,9,1,0,16.62,0,0,0,1
2025-02-10,7,2,1,2025,39,SKU039,Rice,Home Care,HCR,2,5,1,20,163,172,163,3103.52,306,143,50,120,4,1,0,19.04,0,0,0,0
2025-09-27,39,9,3,2025,17,SKU017,Milk 1L,Dairy,DAR,1,4,3,17,232,235,184,1125.34,184,0,50,120,2,5,0,6.95,12,1,48,2
2025-03-11,11,3,1,2025,23,SKU023,Shampoo,Dairy,DAR,5,2,4,14,119,138,119,297.5,157,38,50,120,7,1,0,2.5,0,0,0,0
